,number_of_labels,label_coordinates,mean_label_width,mean_label_height,label_spread,areas,handwritten_flag
B100161292.jpg,1,"[(11, 1892, 611, 2444)]",600.0,552.0,0.0,331200.0,0.0
B100161718.jpg,1,"[(9, 1971, 636, 2457)]",627.0,486.0,0.0,304722.0,0.0
B100162524.jpg,1,"[(8, 1879, 597, 2446)]",589.0,567.0,0.0,333963.0,0.0
B100162621.jpg,1,"[(25, 2008, 815, 2456)]",790.0,448.0,0.0,353920.0,0.0
B100165998.jpg,3,"[(16, 1415, 449, 1685), (93, 1196, 356, 1402), (691, 1583, 1083, 1697)]",362.6666666666667,196.66666666666666,511.577408066897,215776.0,0.0
B100165999.jpg,1,"[(3, 1288, 410, 1690)]",407.0,402.0,0.0,163614.0,0.0
B100166027.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100166054.jpg,2,"[(11, 1421, 440, 1683), (681, 1571, 1077, 1688)]",412.5,189.5,500.0971155685663,158730.0,0.0
B100166059.jpg,2,"[(12, 1430, 428, 1684), (7, 1222, 385, 1422)]",397.0,227.0,170.01709472873603,181264.0,0.0
B100166080.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100166118.jpg,1,"[(0, 1500, 282, 1699)]",282.0,199.0,0.0,56118.0,0.0
B100167021.jpg,1,"[(17, 1421, 434, 1684)]",417.0,263.0,0.0,109671.0,0.0
B100167063.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100168084.jpg,1,"[(376, 1509, 755, 1699)]",379.0,190.0,0.0,72010.0,0.0
B100168096.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100168182.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100168497.jpg,1,"[(2, 1384, 593, 1696)]",591.0,312.0,0.0,184392.0,0.0
B100172762.jpg,1,"[(8, 1449, 533, 1700)]",525.0,251.0,0.0,131775.0,0.0
B100173278.jpg,1,"[(61, 1953, 761, 2438)]",700.0,485.0,0.0,339500.0,0.0
B100181196.jpg,1,"[(9, 1319, 524, 1693)]",515.0,374.0,0.0,192610.0,0.0
B100181197.jpg,1,"[(58, 2084, 593, 2416)]",535.0,332.0,0.0,177620.0,0.0
B100185601.jpg,1,"[(22, 1400, 453, 1685)]",431.0,285.0,0.0,122835.0,0.0
B100186945.jpg,1,"[(5, 1286, 570, 1694)]",565.0,408.0,0.0,230520.0,0.0
B100190438.jpg,2,"[(0, 1098, 570, 1418), (3, 1422, 425, 1695)]",496.0,296.5,233.84637050850287,297606.0,0.0
B100190641.jpg,1,"[(6, 1376, 418, 1686)]",412.0,310.0,0.0,127720.0,0.0
B100191852.jpg,1,"[(9, 1985, 612, 2453)]",603.0,468.0,0.0,282204.0,0.0
B100192842.jpg,1,"[(49, 2026, 523, 2399)]",474.0,373.0,0.0,176802.0,0.0
B100194197.jpg,1,"[(621, 1254, 947, 1463)]",326.0,209.0,0.0,68134.0,0.0
B100194329.jpg,2,"[(10, 2250, 623, 2455), (65, 1991, 559, 2246)]",553.5,230.0,182.11346051294507,251635.0,0.0
B100194338.jpg,1,"[(33, 1987, 689, 2433)]",656.0,446.0,0.0,292576.0,0.0
B100194340.jpg,1,"[(33, 1995, 691, 2432)]",658.0,437.0,0.0,287546.0,0.0
B100198514.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100198903.jpg,1,"[(816, 1924, 1550, 2457)]",734.0,533.0,0.0,391222.0,0.0
B100204291.jpg,1,"[(8, 2134, 630, 2451)]",622.0,317.0,0.0,197174.0,0.0
B100204693.jpg,1,"[(4, 2029, 599, 2452)]",595.0,423.0,0.0,251685.0,0.0
B100209206.jpg,1,"[(1, 1436, 437, 1685)]",436.0,249.0,0.0,108564.0,0.0
B100209586.jpg,1,"[(8, 1385, 478, 1699)]",470.0,314.0,0.0,147580.0,0.0
B100210626.jpg,1,"[(7, 2045, 621, 2459)]",614.0,414.0,0.0,254196.0,0.0
B100210856.jpg,1,"[(14, 1428, 329, 1695)]",315.0,267.0,0.0,84105.0,0.0
B100210931.jpg,1,"[(14, 1844, 848, 2451)]",834.0,607.0,0.0,506238.0,0.0
B100212150.jpg,1,"[(13, 2080, 609, 2459)]",596.0,379.0,0.0,225884.0,0.0
B100213394.jpg,1,"[(23, 2071, 692, 2449)]",669.0,378.0,0.0,252882.0,0.0
B100213434.jpg,1,"[(10, 2104, 671, 2448)]",661.0,344.0,0.0,227384.0,0.0
B100213515.jpg,1,"[(10, 2086, 637, 2458)]",627.0,372.0,0.0,233244.0,0.0
B100214942.jpg,1,"[(8, 2057, 633, 2452)]",625.0,395.0,0.0,246875.0,0.0
B100217275.jpg,1,"[(0, 1342, 504, 1700)]",504.0,358.0,0.0,180432.0,0.0
B100218488.jpg,1,"[(2, 1453, 448, 1697)]",446.0,244.0,0.0,108824.0,0.0
B100218775.jpg,1,"[(757, 1111, 1125, 1333)]",368.0,222.0,0.0,81696.0,0.0
B100223586.jpg,1,"[(5, 1413, 418, 1698)]",413.0,285.0,0.0,117705.0,0.0
B100223696.jpg,1,"[(2, 1414, 416, 1695)]",414.0,281.0,0.0,116334.0,0.0
B100223706.jpg,1,"[(5, 1410, 420, 1697)]",415.0,287.0,0.0,119105.0,0.0
B100223714.jpg,1,"[(3, 1409, 425, 1694)]",422.0,285.0,0.0,120270.0,0.0
B100224957.jpg,1,"[(3, 1409, 419, 1699)]",416.0,290.0,0.0,120640.0,0.0
B100224958.jpg,1,"[(4, 1407, 401, 1698)]",397.0,291.0,0.0,115527.0,0.0
B100224987.jpg,1,"[(3, 1414, 418, 1698)]",415.0,284.0,0.0,117860.0,0.0
B100227123.jpg,1,"[(1, 1401, 336, 1699)]",335.0,298.0,0.0,99830.0,0.0
B100227138.jpg,1,"[(2, 1404, 414, 1699)]",412.0,295.0,0.0,121540.0,0.0
B100227161.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100245311.jpg,1,"[(21, 1266, 417, 1698)]",396.0,432.0,0.0,171072.0,0.0
B100246678.jpg,1,"[(15, 1297, 425, 1694)]",410.0,397.0,0.0,162770.0,0.0
B100246965.jpg,1,"[(20, 1888, 622, 2443)]",602.0,555.0,0.0,334110.0,0.0
B100249826.jpg,1,"[(5, 1390, 417, 1686)]",412.0,296.0,0.0,121952.0,0.0
B100249923.jpg,1,"[(0, 1336, 590, 1698)]",590.0,362.0,0.0,213580.0,0.0
B100250963.jpg,1,"[(5, 1527, 237, 1671)]",232.0,144.0,0.0,33408.0,0.0
B100259054.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100259641.jpg,1,"[(783, 1836, 1536, 2389)]",753.0,553.0,0.0,416409.0,0.0
B100261992.jpg,1,"[(3, 1498, 476, 1689)]",473.0,191.0,0.0,90343.0,0.0
B100265648.jpg,1,"[(9, 1372, 430, 1689)]",421.0,317.0,0.0,133457.0,0.0
B100265949.jpg,2,"[(20, 2069, 622, 2453), (24, 2068, 619, 2273)]",598.5,294.5,45.5171670911097,353143.0,0.0
B100265954.jpg,1,"[(8, 2049, 613, 2449)]",605.0,400.0,0.0,242000.0,0.0
B100268424.jpg,2,"[(4, 1542, 593, 2022), (2, 2029, 580, 2455)]",583.5,453.0,351.7756742584683,528948.0,0.0
B100268435.jpg,1,"[(21, 1928, 648, 2449)]",627.0,521.0,0.0,326667.0,0.0
B100268458.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100268487.jpg,1,"[(18, 1830, 858, 2454)]",840.0,624.0,0.0,524160.0,0.0
B100268503.jpg,1,"[(27, 1993, 687, 2426)]",660.0,433.0,0.0,285780.0,0.0
B100268952.jpg,1,"[(32, 1370, 478, 1660)]",446.0,290.0,0.0,129340.0,0.0
B100271999.jpg,1,"[(5, 1150, 428, 1698)]",423.0,548.0,0.0,231804.0,0.0
B100272049.jpg,1,"[(46, 1414, 340, 1599)]",294.0,185.0,0.0,54390.0,0.0
B100273314.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100274769.jpg,1,"[(9, 1861, 860, 2456)]",851.0,595.0,0.0,506345.0,0.0
B100275960.jpg,1,"[(10, 1721, 633, 2453)]",623.0,732.0,0.0,456036.0,0.0
B100276158.jpg,1,"[(42, 2053, 499, 2432)]",457.0,379.0,0.0,173203.0,0.0
B100276317.jpg,1,"[(39, 1415, 450, 1671)]",411.0,256.0,0.0,105216.0,0.0
B100277122.jpg,1,"[(1, 911, 481, 1687)]",480.0,776.0,0.0,372480.0,0.0
B100278180.jpg,1,"[(556, 1394, 1094, 1698)]",538.0,304.0,0.0,163552.0,0.0
B100279821.jpg,1,"[(10, 1120, 402, 1695)]",392.0,575.0,0.0,225400.0,0.0
B100285904.jpg,1,"[(4, 1423, 414, 1698)]",410.0,275.0,0.0,112750.0,0.0
B100292149.jpg,1,"[(10, 1359, 408, 1694)]",398.0,335.0,0.0,133330.0,0.0
B100293006.jpg,1,"[(10, 2078, 664, 2447)]",654.0,369.0,0.0,241326.0,0.0
B100293010.jpg,2,"[(10, 2088, 658, 2445), (14, 1716, 664, 2077)]",649.0,359.0,278.02203150110245,465986.0,0.0
B100293028.jpg,1,"[(6, 1541, 602, 2448)]",596.0,907.0,0.0,540572.0,0.0
B100293085.jpg,1,"[(11, 1462, 322, 1684)]",311.0,222.0,0.0,69042.0,0.0
B100296960.jpg,2,"[(4, 1342, 595, 1699), (3, 1003, 571, 1340)]",579.5,347.0,259.3314722512484,402403.0,0.0
B100296977.jpg,1,"[(1, 1348, 587, 1700)]",586.0,352.0,0.0,206272.0,0.0
B100298158.jpg,1,"[(11, 1835, 873, 2444)]",862.0,609.0,0.0,524958.0,0.0
B100298927.jpg,1,"[(21, 1836, 885, 2452)]",864.0,616.0,0.0,532224.0,0.0
B100301758.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100302138.jpg,1,"[(541, 1298, 1080, 1699)]",539.0,401.0,0.0,216139.0,0.0
B100304431.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100304462.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100304810.jpg,1,"[(932, 2030, 1551, 2454)]",619.0,424.0,0.0,262456.0,0.0
B100306645.jpg,1,"[(855, 1971, 1545, 2454)]",690.0,483.0,0.0,333270.0,0.0
B100310874.jpg,1,"[(791, 1927, 1476, 2393)]",685.0,466.0,0.0,319210.0,0.0
B100310881.jpg,1,"[(812, 1929, 1496, 2394)]",684.0,465.0,0.0,318060.0,0.0
B100312664.jpg,1,"[(42, 1968, 679, 2392)]",637.0,424.0,0.0,270088.0,0.0
B100313592.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100327000.jpg,1,"[(485, 1655, 711, 1699)]",226.0,44.0,0.0,9944.0,0.0
B100334643.jpg,1,"[(7, 2087, 606, 2456)]",599.0,369.0,0.0,221031.0,0.0
B100335228.jpg,1,"[(16, 2076, 613, 2449)]",597.0,373.0,0.0,222681.0,0.0
B100336002.jpg,1,"[(7, 1348, 422, 1687)]",415.0,339.0,0.0,140685.0,0.0
B100336010.jpg,1,"[(7, 1469, 414, 1695)]",407.0,226.0,0.0,91982.0,0.0
B100336020.jpg,1,"[(7, 1405, 421, 1698)]",414.0,293.0,0.0,121302.0,0.0
B100340843.jpg,1,"[(9, 2111, 612, 2706)]",603.0,595.0,0.0,358785.0,0.0
B100341279.jpg,1,"[(8, 2122, 609, 2674)]",601.0,552.0,0.0,331752.0,0.0
B100341307.jpg,1,"[(7, 1350, 377, 1555)]",370.0,205.0,0.0,75850.0,0.0
B100344778.jpg,1,"[(12, 1940, 607, 2441)]",595.0,501.0,0.0,298095.0,0.0
B100344868.jpg,1,"[(13, 1268, 597, 1696)]",584.0,428.0,0.0,249952.0,0.0
B100345381.jpg,1,"[(6, 2084, 546, 2453)]",540.0,369.0,0.0,199260.0,0.0
B100345877.jpg,1,"[(6, 1661, 611, 2449)]",605.0,788.0,0.0,476740.0,0.0
B100345910.jpg,1,"[(8, 1625, 857, 2440)]",849.0,815.0,0.0,691935.0,0.0
B100347710.jpg,1,"[(130, 1211, 508, 1566)]",378.0,355.0,0.0,134190.0,0.0
B100347711.jpg,1,"[(27, 1377, 474, 1698)]",447.0,321.0,0.0,143487.0,0.0
B100347725.jpg,1,"[(19, 1389, 459, 1682)]",440.0,293.0,0.0,128920.0,0.0
B100347778.jpg,1,"[(5, 1220, 417, 1693)]",412.0,473.0,0.0,194876.0,0.0
B100347918.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100351642.jpg,1,"[(8, 2021, 601, 2449)]",593.0,428.0,0.0,253804.0,0.0
B100360070.jpg,1,"[(551, 1401, 1020, 1666)]",469.0,265.0,0.0,124285.0,0.0
B100366942.jpg,2,"[(10, 1038, 421, 1692), (12, 713, 423, 1038)]",411.0,489.5,326.0034509019805,402369.0,0.0
B100375135.jpg,1,"[(27, 1405, 497, 1685)]",470.0,280.0,0.0,131600.0,0.0
B100375227.jpg,1,"[(617, 1338, 1091, 1687)]",474.0,349.0,0.0,165426.0,0.0
B100375249.jpg,1,"[(0, 1245, 548, 1698)]",548.0,453.0,0.0,248244.0,0.0
B100380402.jpg,1,"[(4, 1292, 416, 1693)]",412.0,401.0,0.0,165212.0,0.0
B100383695.jpg,1,"[(29, 1979, 838, 2438)]",809.0,459.0,0.0,371331.0,0.0
B100383732.jpg,1,"[(15, 2028, 616, 2452)]",601.0,424.0,0.0,254824.0,0.0
B100388148.jpg,1,"[(11, 1323, 565, 1693)]",554.0,370.0,0.0,204980.0,0.0
B100394209.jpg,1,"[(10, 1145, 392, 1696)]",382.0,551.0,0.0,210482.0,0.0
B100396154.jpg,1,"[(11, 1483, 353, 1694)]",342.0,211.0,0.0,72162.0,0.0
B100396162.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100398588.jpg,1,"[(10, 1463, 422, 1671)]",412.0,208.0,0.0,85696.0,0.0
B100398615.jpg,1,"[(11, 1477, 418, 1692)]",407.0,215.0,0.0,87505.0,0.0
B100416108.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100416174.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100418575.jpg,1,"[(118, 1324, 522, 1694)]",404.0,370.0,0.0,149480.0,0.0
B100420761.jpg,1,"[(8, 1253, 615, 1686)]",607.0,433.0,0.0,262831.0,0.0
B100421124.jpg,1,"[(14, 1283, 574, 1673)]",560.0,390.0,0.0,218400.0,0.0
B100421436.jpg,0,[],0.0,0.0,0.0,0.0,0.0
B100421742.jpg,1,"[(15, 2145, 588, 2430)]",573.0,285.0,0.0,163305.0,0.0
